Rows & Cols, Channels, Filters, Memory Usage,,WS-1-ex, WS-(MAC/CYCLE),IM2COL-IC-1EX ,IM2C IC  (MAC/CYCLE), IM2C OC 1 EX, IM2C OC  (MAC/CYCLE), CONV OC 1 EX, CONV OC  (MAC/CYCLE)
16, 31, 16, 60kB, ,2871, ,1444 , ,6278, ,6994, ,
16, 31, 17, 62kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 18, 64kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 19, 66kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 20, 68kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 21, 69kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 22, 71kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 23, 73kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 24, 75kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 25, 77kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 26, 79kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 27, 81kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 28, 82kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 29, 84kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 30, 86kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 31, 88kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 32, 90kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 31, 48, 120kB, ,2871, ,1444 , ,18939, ,20554, ,
16, 31, 64, 149kB, ,2871, ,1444 , ,25235, ,27390, ,
16, 31, 80, 179kB, ,2871, ,1444 , ,31528, ,34229, ,
16, 31, 96, 209kB, ,2871, ,1444 , ,37756, ,41173, ,
16, 31, 112, 238kB, ,2871, ,1444 , ,43822, ,48007, ,
16, 31, 128, 268kB, ,2871, ,1444 , ,49871, ,54896, ,
16, 31, 144, 298kB, ,2871, ,1444 , ,55927, ,61848, ,
16, 32, 16, 62kB, ,2871, ,1444 , ,6278, ,6994, ,
16, 32, 17, 64kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 18, 66kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 19, 67kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 20, 69kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 21, 71kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 22, 73kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 23, 75kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 24, 77kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 25, 79kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 26, 81kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 27, 83kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 28, 84kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 29, 86kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 30, 88kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 31, 90kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 32, 92kB, ,2871, ,1444 , ,12639, ,13717, ,
16, 32, 48, 122kB, ,2871, ,1444 , ,18939, ,20554, ,
16, 32, 64, 153kB, ,2871, ,1444 , ,25235, ,27390, ,
16, 32, 80, 183kB, ,2871, ,1444 , ,31528, ,34229, ,
16, 32, 96, 213kB, ,2871, ,1444 , ,37756, ,41173, ,
16, 32, 112, 243kB, ,2871, ,1444 , ,43822, ,48007, ,
16, 32, 128, 274kB, ,2871, ,1444 , ,49871, ,54896, ,
16, 32, 144, 304kB, ,2871, ,1444 , ,55927, ,61848, ,
16, 48, 16, 87kB, ,2871, ,2181 , ,6278, ,6994, ,
16, 48, 17, 89kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 18, 92kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 19, 94kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 20, 97kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 21, 99kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 22, 101kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 23, 104kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 24, 106kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 25, 109kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 26, 111kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 27, 114kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 28, 116kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 29, 119kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 30, 121kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 31, 124kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 32, 126kB, ,2871, ,2181 , ,12639, ,13717, ,
16, 48, 48, 165kB, ,2871, ,2181 , ,18939, ,20554, ,
16, 48, 64, 205kB, ,2871, ,2181 , ,25235, ,27390, ,
16, 48, 80, 244kB, ,2871, ,2181 , ,31528, ,34229, ,
16, 48, 96, 283kB, ,2871, ,2181 , ,37756, ,41173, ,
16, 48, 112, 322kB, ,2871, ,2181 , ,43822, ,48007, ,
16, 48, 128, 362kB, ,2871, ,2181 , ,49871, ,54896, ,
16, 48, 144, 401kB, ,2871, ,2181 , ,55927, ,61848, ,
16, 64, 16, 112kB, ,2871, ,2903 , ,6278, ,6994, ,
16, 64, 17, 115kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 18, 118kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 19, 121kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 20, 124kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 21, 127kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 22, 130kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 23, 133kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 24, 136kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 25, 139kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 26, 142kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 27, 145kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 28, 148kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 29, 151kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 30, 154kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 31, 157kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 32, 160kB, ,2871, ,2903 , ,12639, ,13717, ,
16, 64, 48, 208kB, ,2871, ,2903 , ,18939, ,20554, ,
16, 64, 64, 257kB, ,2871, ,2903 , ,25235, ,27390, ,
16, 64, 80, 305kB, ,2871, ,2903 , ,31528, ,34229, ,
16, 64, 96, 353kB, ,2871, ,2903 , ,37756, ,41173, ,
16, 64, 112, 401kB, ,2871, ,2903 , ,43822, ,48007, ,
16, 64, 128, 450kB, ,2871, ,2903 , ,49871, ,54896, ,
16, 64, 144, 498kB, ,2871, ,2903 , ,55927, ,61848, ,
16, 80, 16, 137kB, ,2871, ,3611 , ,6278, ,6994, ,
16, 80, 17, 140kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 18, 144kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 19, 147kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 20, 151kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 21, 155kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 22, 158kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 23, 162kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 24, 165kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 25, 169kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 26, 173kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 27, 176kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 28, 180kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 29, 183kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 30, 187kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 31, 190kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 32, 194kB, ,2871, ,3611 , ,12639, ,13717, ,
16, 80, 48, 251kB, ,2871, ,3611 , ,18939, ,20554, ,
16, 80, 64, 309kB, ,2871, ,3611 , ,25235, ,27390, ,
16, 80, 80, 366kB, ,2871, ,3611 , ,31528, ,34229, ,
16, 80, 96, 423kB, ,2871, ,3611 , ,37756, ,41173, ,
16, 80, 112, 480kB, ,2871, ,3611 , ,43822, ,48007, ,
16, 96, 16, 162kB, ,2871, ,4312 , ,6278, ,6994, ,
16, 96, 17, 166kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 18, 170kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 19, 174kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 20, 178kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 21, 182kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 22, 187kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 23, 191kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 24, 195kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 25, 199kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 26, 203kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 27, 207kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 28, 211kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 29, 216kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 30, 220kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 31, 224kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 32, 228kB, ,2871, ,4312 , ,12639, ,13717, ,
16, 96, 48, 294kB, ,2871, ,4312 , ,18939, ,20554, ,
16, 96, 64, 361kB, ,2871, ,4312 , ,25235, ,27390, ,
16, 96, 80, 427kB, ,2871, ,4312 , ,31528, ,34229, ,
16, 96, 96, 493kB, ,2871, ,4312 , ,37756, ,41173, ,
16, 112, 16, 187kB, ,2871, ,5018 , ,6278, ,6994, ,
16, 112, 17, 191kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 18, 196kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 19, 201kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 20, 206kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 21, 210kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 22, 215kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 23, 220kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 24, 224kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 25, 229kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 26, 234kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 27, 238kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 28, 243kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 29, 248kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 30, 253kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 31, 257kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 32, 262kB, ,2871, ,5018 , ,12639, ,13717, ,
16, 112, 48, 337kB, ,2871, ,5018 , ,18939, ,20554, ,
16, 112, 64, 413kB, ,2871, ,5018 , ,25235, ,27390, ,
16, 112, 80, 488kB, ,2871, ,5018 , ,31528, ,34229, ,
16, 128, 16, 212kB, ,2871, ,5731 , ,6278, ,6994, ,
16, 128, 17, 217kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 18, 222kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 19, 228kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 20, 233kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 21, 238kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 22, 243kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 23, 249kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 24, 254kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 25, 259kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 26, 264kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 27, 270kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 28, 275kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 29, 280kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 30, 285kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 31, 291kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 32, 296kB, ,2871, ,5731 , ,12639, ,13717, ,
16, 128, 48, 380kB, ,2871, ,5731 , ,18939, ,20554, ,
16, 128, 64, 465kB, ,2871, ,5731 , ,25235, ,27390, ,
16, 144, 16, 237kB, ,2871, ,6390 , ,6278, ,6994, ,
16, 144, 17, 243kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 18, 248kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 19, 254kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 20, 260kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 21, 266kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 22, 272kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 23, 278kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 24, 283kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 25, 289kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 26, 295kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 27, 301kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 28, 307kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 29, 313kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 30, 318kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 31, 324kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 32, 330kB, ,2871, ,6390 , ,12639, ,13717, ,
16, 144, 48, 423kB, ,2871, ,6390 , ,18939, ,20554, ,
17, 16, 16, 41kB, ,3276, ,679 , ,6278, ,6994, ,
17, 16, 17, 42kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 18, 44kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 19, 45kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 20, 46kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 21, 48kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 22, 49kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 23, 51kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 24, 52kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 25, 54kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 26, 55kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 27, 56kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 28, 58kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 29, 59kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 30, 61kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 31, 62kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 32, 64kB, ,3276, ,679 , ,12639, ,13717, ,
17, 16, 48, 87kB, ,3276, ,679 , ,18939, ,20554, ,
17, 16, 64, 110kB, ,3276, ,679 , ,25235, ,27390, ,
17, 16, 80, 133kB, ,3276, ,679 , ,31528, ,34229, ,
17, 16, 96, 156kB, ,3276, ,679 , ,37756, ,41173, ,
17, 16, 112, 179kB, ,3276, ,679 , ,43822, ,48007, ,
17, 16, 128, 202kB, ,3276, ,679 , ,49871, ,54896, ,
17, 16, 144, 225kB, ,3276, ,679 , ,55927, ,61848, ,
17, 17, 16, 42kB, ,3276, ,1444 , ,6278, ,6994, ,
17, 17, 17, 44kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 18, 45kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 19, 47kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 20, 48kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 21, 50kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 22, 51kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 23, 53kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 24, 54kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 25, 56kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 26, 57kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 27, 59kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 28, 60kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 29, 62kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 30, 63kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 31, 64kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 32, 66kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 17, 48, 90kB, ,3276, ,1444 , ,18939, ,20554, ,
17, 17, 64, 113kB, ,3276, ,1444 , ,25235, ,27390, ,
17, 17, 80, 137kB, ,3276, ,1444 , ,31528, ,34229, ,
17, 17, 96, 160kB, ,3276, ,1444 , ,37756, ,41173, ,
17, 17, 112, 184kB, ,3276, ,1444 , ,43822, ,48007, ,
17, 17, 128, 208kB, ,3276, ,1444 , ,49871, ,54896, ,
17, 17, 144, 231kB, ,3276, ,1444 , ,55927, ,61848, ,
17, 18, 16, 44kB, ,3276, ,1444 , ,6278, ,6994, ,
17, 18, 17, 46kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 18, 47kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 19, 49kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 20, 50kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 21, 52kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 22, 53kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 23, 55kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 24, 56kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 25, 58kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 26, 59kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 27, 61kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 28, 62kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 29, 64kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 30, 65kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 31, 67kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 32, 68kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 18, 48, 92kB, ,3276, ,1444 , ,18939, ,20554, ,
17, 18, 64, 117kB, ,3276, ,1444 , ,25235, ,27390, ,
17, 18, 80, 141kB, ,3276, ,1444 , ,31528, ,34229, ,
17, 18, 96, 165kB, ,3276, ,1444 , ,37756, ,41173, ,
17, 18, 112, 189kB, ,3276, ,1444 , ,43822, ,48007, ,
17, 18, 128, 213kB, ,3276, ,1444 , ,49871, ,54896, ,
17, 18, 144, 238kB, ,3276, ,1444 , ,55927, ,61848, ,
17, 19, 16, 46kB, ,3276, ,1444 , ,6278, ,6994, ,
17, 19, 17, 47kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 18, 49kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 19, 50kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 20, 52kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 21, 53kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 22, 55kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 23, 57kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 24, 58kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 25, 60kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 26, 61kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 27, 63kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 28, 64kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 29, 66kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 30, 67kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 31, 69kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 32, 70kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 19, 48, 95kB, ,3276, ,1444 , ,18939, ,20554, ,
17, 19, 64, 120kB, ,3276, ,1444 , ,25235, ,27390, ,
17, 19, 80, 145kB, ,3276, ,1444 , ,31528, ,34229, ,
17, 19, 96, 169kB, ,3276, ,1444 , ,37756, ,41173, ,
17, 19, 112, 194kB, ,3276, ,1444 , ,43822, ,48007, ,
17, 19, 128, 219kB, ,3276, ,1444 , ,49871, ,54896, ,
17, 19, 144, 244kB, ,3276, ,1444 , ,55927, ,61848, ,
17, 20, 16, 47kB, ,3276, ,1444 , ,6278, ,6994, ,
17, 20, 17, 49kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 18, 51kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 19, 52kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 20, 54kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 21, 55kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 22, 57kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 23, 58kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 24, 60kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 25, 62kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 26, 63kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 27, 65kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 28, 66kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 29, 68kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 30, 70kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 31, 71kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 32, 73kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 20, 48, 98kB, ,3276, ,1444 , ,18939, ,20554, ,
17, 20, 64, 123kB, ,3276, ,1444 , ,25235, ,27390, ,
17, 20, 80, 149kB, ,3276, ,1444 , ,31528, ,34229, ,
17, 20, 96, 174kB, ,3276, ,1444 , ,37756, ,41173, ,
17, 20, 112, 199kB, ,3276, ,1444 , ,43822, ,48007, ,
17, 20, 128, 225kB, ,3276, ,1444 , ,49871, ,54896, ,
17, 20, 144, 250kB, ,3276, ,1444 , ,55927, ,61848, ,
17, 21, 16, 49kB, ,3276, ,1444 , ,6278, ,6994, ,
17, 21, 17, 51kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 18, 52kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 19, 54kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 20, 56kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 21, 57kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 22, 59kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 23, 60kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 24, 62kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 25, 64kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 26, 65kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 27, 67kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 28, 68kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 29, 70kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 30, 72kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 31, 73kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 32, 75kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 21, 48, 101kB, ,3276, ,1444 , ,18939, ,20554, ,
17, 21, 64, 127kB, ,3276, ,1444 , ,25235, ,27390, ,
17, 21, 80, 153kB, ,3276, ,1444 , ,31528, ,34229, ,
17, 21, 96, 178kB, ,3276, ,1444 , ,37756, ,41173, ,
17, 21, 112, 204kB, ,3276, ,1444 , ,43822, ,48007, ,
17, 21, 128, 230kB, ,3276, ,1444 , ,49871, ,54896, ,
17, 21, 144, 256kB, ,3276, ,1444 , ,55927, ,61848, ,
17, 22, 16, 51kB, ,3276, ,1444 , ,6278, ,6994, ,
17, 22, 17, 52kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 18, 54kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 19, 56kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 20, 57kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 21, 59kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 22, 61kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 23, 62kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 24, 64kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 25, 66kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 26, 67kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 27, 69kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 28, 71kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 29, 72kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 30, 74kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 31, 76kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 32, 77kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 22, 48, 104kB, ,3276, ,1444 , ,18939, ,20554, ,
17, 22, 64, 130kB, ,3276, ,1444 , ,25235, ,27390, ,
17, 22, 80, 157kB, ,3276, ,1444 , ,31528, ,34229, ,
17, 22, 96, 183kB, ,3276, ,1444 , ,37756, ,41173, ,
17, 22, 112, 209kB, ,3276, ,1444 , ,43822, ,48007, ,
17, 22, 128, 236kB, ,3276, ,1444 , ,49871, ,54896, ,
17, 22, 144, 262kB, ,3276, ,1444 , ,55927, ,61848, ,
17, 23, 16, 52kB, ,3276, ,1444 , ,6278, ,6994, ,
17, 23, 17, 54kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 18, 56kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 19, 58kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 20, 59kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 21, 61kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 22, 63kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 23, 64kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 24, 66kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 25, 68kB, ,3276, ,1444 , ,12639, ,13717, ,
17, 23, 26, 69kB, ,3276, ,1444 , ,12639, ,13717, ,
